0.0505, 0.8234
0.4534, 0.3506
0.3083, 0.8451
0.9157, 0.2535
0.7148, 0.6848
0.2762, 0.1036
0.9074, 0.8039
0.5559, 0.011
0.0728, 0.1306
0.9969, 0.4557
0.7845, 0.7011
0.5136, 0.3507
0.4327, 0.3024
0.9223, 0.6184
0.4739, 0.2683
0.6645, 0.0514
0.8616, 0.3236
0.2846, 0.2259
0.1269, 0.9138
0.5856, 0.2632
0.1321, 0.8658
0.4975, 0.3429
0.7624, 0.2129
0.2199, 0.1556
0.4692, 0.331
0.4842, 0.5891
0.7463, 0.1868
0.7402, 0.8848
0.7263, 0.8384
0.9548, 0.8499
0.3528, 0.2101
0.8644, 0.422
0.6844, 0.3025
0.3638, 0.937
0.4152, 0.7386
0.8192, 0.7575
0.8757, 0.7984
0.9635, 0.2089
0.3677, 0.4024
0.1333, 0.7233
0.3414, 0.9967
0.1949, 0.6502
0.314, 0.7403
0.4229, 0.5904
0.7156, 0.0978
0.2449, 0.6684
0.0784, 0.155
0.3786, 0.9498
0.1009, 0.201
0.5372, 0.1272
0.9277, 0.6151
0.8062, 0.9117
0.7806, 0.4151
0.7744, 0.6063
0.0632, 0.1742
0.152, 0.3786
0.6992, 0.1637
0.6487, 0.6454
0.4846, 0.5907
0.4887, 0.9082
0.5682, 0.8831
0.9518, 0.1383
0.23, 0.1179
0.3948, 0.6371
0.8077, 0.782
0.784, 0.3165
0.824, 0.2334
0.3716, 0.4571
0.6048, 0.1054
0.174, 0.5739
0.2471, 0.6939
0.4738, 0.4986
0.5029, 0.8885
0.5161, 0.4901
0.3704, 0.8534
0.925, 0.9632
0.602, 0.8638
0.8484, 0.4989
0.8131, 0.7732
0.956, 0.442
0.4904, 0.8963
0.5395, 0.6771
0.968, 0.1471
0.238, 0.4285
0.4585, 0.0983
0.9645, 0.4189
0.327, 0.7022
0.2894, 0.3547
0.0814, 0.5997
0.1773, 0.7126
0.5024, 0.127
0.8763, 0.0818
0.0283, 0.1921
0.3366, 0.5739
0.9745, 0.4097
0.9639, 0.2166
0.3795, 0.7335
0.7099, 0.3831
0.884, 0.7909
0.8675, 0.5041
0.8468, 0.6526
0.3741, 0.5537
0.3682, 0.794
0.4081, 0.1329
0.5054, 0.0419
0.9063, 0.6984
0.2641, 0.4971
0.3741, 0.1597
0.9065, 0.927
0.3607, 0.9014
0.9142, 0.7636
0.9041, 0.2158
0.7819, 0.0531
0.4888, 0.4946
0.3062, 0.5808
0.9449, 0.0545
0.3506, 0.9364
0.2186, 0.9417
0.7197, 0.5199
0.3174, 0.7814
0.4281, 0.2378
0.4717, 0.2684
0.0729, 0.523
0.1076, 0.0047
0.0518, 0.8263
0.9965, 0.4188
0.2804, 0.7229
0.0147, 0.0626
0.1839, 0.4474
0.1793, 0.5427
0.7401, 0.8874
0.6488, 0.685
0.1908, 0.4083
0.5498, 0.8336
0.2506, 0.3882
0.6675, 0.8725
0.1461, 0.4657
0.2624, 0.5697
0.3622, 0.9334
0.7049, 0.6671
0.4792, 0.6274
0.248, 0.9229
0.2371, 0.0058
0.0452, 0.53
0.03, 0.7337
0.0992, 0.6855
0.3029, 0.9501
0.9894, 0.0693
0.2131, 0.1574
0.007, 0.6585
0.7589, 0.3518
0.8033, 0.6884
0.017, 0.1414
0.9965, 0.4021
0.7832, 0.9591
0.6329, 0.9115
0.4637, 0.1411
0.3243, 0.0729
0.2306, 0.05
0.9241, 0.5831
0.2461, 0.4549
0.5845, 0.6016
0.2793, 0.7509
0.2967, 0.1573
0.3647, 0.8739
0.1322, 0.1364
0.2919, 0.6404
0.1694, 0.2671
0.3305, 0.2915
0.9406, 0.0137
0.4508, 0.0631
0.6364, 0.6381
0.6239, 0.4632
0.9659, 0.4855
0.4704, 0.3347
0.6408, 0.9724
0.5724, 0.5764
0.4688, 0.7756
0.5121, 0.4907
0.2526, 0.2543
0.6279, 0.4727
0.7752, 0.9044
0.4032, 0.5794
0.7865, 0.8691
0.0199, 0.1983
0.3985, 0.4872
0.8379, 0.2273
0.7045, 0.819
0.5877, 0.7367
0.1401, 0.8093
0.38, 0.9979
0.7661, 0.2793
0.3803, 0.9275
0.6706, 0.5569
0.3712, 0.1894
0.8116, 0.5832
0.2385, 0.6445
0.2275, 0.8501
0.1282, 0.6392
0.8882, 0.8621
0.845, 0.0758
0.2672, 0.4552
0.8105, 0.9205
0.1557, 0.3128
0.3749, 0.1138
0.0159, 0.4825
0.8379, 0.4533
0.3822, 0.0417
0.615, 0.357
0.5937, 0.5722
0.3278, 0.2115
0.505, 0.1801
0.9028, 0.1938
0.1814, 0.7788
0.9847, 0.7035
0.7829, 0.4541
0.4396, 0.4448
0.5267, 0.557
0.5445, 0.9121
0.0499, 0.5917
0.0869, 0.8503
0.22, 0.5579
0.0559, 0.0386
0.0508, 0.6727
0.6566, 0.8424
0.4579, 0.7583
0.9413, 0.9649
0.6876, 0.6954
0.5222, 0.9924
0.8813, 0.0711
0.8435, 0.8357
0.8559, 0.2786
0.4795, 0.3916
0.7371, 0.7886
0.0306, 0.0127
0.2856, 0.9978
0.4987, 0.0767
0.2051, 0.2254
0.3126, 0.1735
0.4956, 0.3492
0.3811, 0.1821
0.6251, 0.121
0.665, 0.5609
0.3399, 0.9102
0.2369, 0.9232
0.2453, 0.8522
0.2856, 0.3054
0.1434, 0.5128
0.5435, 0.1023
0.5233, 0.0559
0.946, 0.2537
0.1207, 0.6096
0.8603, 0.5604
0.7503, 0.0796
0.825, 0.5997
0.9642, 0.4587
0.2584, 0.7232
0.9088, 0.6585
0.0975, 0.2531
0.1756, 0.6306
0.8231, 0.0977
0.6696, 0.9077
0.5764, 0.8488
0.1704, 0.7564
0.5197, 0.8316
0.8538, 0.4847
0.708, 0.0441
0.0501, 0.1077
0.2657, 0.5834
0.8797, 0.5823
0.9324, 0.3785
0.3498, 0.4435
0.0443, 0.1328
0.0552, 0.9425
0.9886, 0.2002
0.2749, 0.1788
0.3827, 0.6589
0.1508, 0.0347
0.5291, 0.9571
0.8634, 0.3655
0.458, 0.393
0.3672, 0.0842
0.6356, 0.3335
0.7003, 0.9906
0.2675, 0.3602
0.6149, 0.8148
0.3309, 0.741
0.5525, 0.9956
0.2433, 0.1609
0.7982, 0.9782
0.9219, 0.8902
0.8155, 0.0121
0.7523, 0.1265
0.4331, 0.8618
0.3653, 0.3373
0.5688, 0.7504
0.4619, 0.3212
0.4427, 0.4961
0.7326, 0.2087
0.7996, 0.2988
0.5937, 0.0155
0.4568, 0.9563
0.4077, 0.0557
0.9961, 0.7901
0.2071, 0.4164
0.3459, 0.2985
0.0944, 0.517
0.233, 0.1595
0.8401, 0.0882
0.6104, 0.9465
0.3693, 0.4994
0.7689, 0.0116
0.3809, 0.8461
0.0336, 0.3481
0.7741, 0.8585
0.5227, 0.2631
0.9532, 0.6589
0.8775, 0.2142
0.0141, 0.4972
0.5529, 0.5285
0.5052, 0.0579
0.2601, 0.1308
0.0769, 0.9738
0.8718, 0.2718
0.1052, 0.9235
0.334, 0.7776
0.4894, 0.1226
0.4186, 0.0667
0.9763, 0.198
0.6877, 0.831
0.0386, 0.8561
0.3689, 0.6664
0.439, 0.1539
0.4117, 0.892
0.253, 0.6706
0.6031, 0.8763
0.7665, 0.9149
0.8616, 0.6372
0.2271, 0.8626
0.0703, 0.4129
0.7387, 0.8683
0.253, 0.4109
0.7566, 0.7867
0.2352, 0.0652
0.5703, 0.9455
0.4744, 0.3241
0.6782, 0.7074
0.1812, 0.4856
0.6358, 0.6034
0.7525, 0.6711
0.0292, 0.5737
0.1507, 0.2536
0.6039, 0.3236
0.1684, 0.1198
0.313, 0.8567
0.0605, 0.4874
0.2259, 0.8164
0.2058, 0.4908
0.0009, 0.2798
0.2991, 0.3567
0.9203, 0.1059
0.265, 0.054
0.2361, 0.2796
0.9598, 0.3918
0.5206, 0.7321
0.3526, 0.7004
0.2878, 0.4484
0.2443, 0.8667
0.745, 0.1491
0.9373, 0.5213
0.7094, 0.1741
0.8403, 0.2206
0.4855, 0.583
0.1202, 0.4465
0.8138, 0.528
0.9525, 0.9722
0.1042, 0.6408
0.0231, 0.6423
0.0053, 0.287
0.1607, 0.4929
0.3992, 0.2886
0.3738, 0.7853
0.0398, 0.8239
0.6467, 0.0155
0.0992, 0.6483
0.1273, 0.5463
0.6604, 0.8391
0.6563, 0.5159
0.0361, 0.4736
0.0254, 0.5362
0.0692, 0.6911
0.7652, 0.1899
0.4447, 0.6665
0.7355, 0.577
0.7342, 0.8692
0.9225, 0.8588
0.2109, 0.5591
0.1361, 0.0553
0.354, 0.4165
0.8678, 0.9923
0.452, 0.1904
0.0983, 0.6202
0.2815, 0.7379
0.6416, 0.0772
0.6447, 0.4803
0.1754, 0.4784
0.4114, 0.0877
0.3964, 0.2307
0.5951, 0.3001
0.2225, 0.3968
0.9771, 0.9329
0.9431, 0.3546
0.5038, 0.3564
0.1034, 0.0823
0.7088, 0.3188
0.1503, 0.9613
0.4604, 0.0785
0.5915, 0.3174
0.8107, 0.5121
0.038, 0.4188
0.655, 0.4201
0.5386, 0.6974
0.4734, 0.0762
0.7458, 0.0479
0.5724, 0.7832
0.254, 0.4359
0.6781, 0.7514
0.286, 0.8126
0.1901, 0.5499
0.4401, 0.1749
0.0421, 0.9983
0.1672, 0.0147
0.4468, 0.1023
0.1472, 0.1113
0.9072, 0.4963
0.5712, 0.3486
0.583, 0.1437
0.37, 0.9514
0.0945, 0.184
0.8124, 0.3868
0.8274, 0.5428
0.8648, 0.591
0.252, 0.6298
0.4729, 0.3379
0.3213, 0.584
0.2844, 0.9651
0.4142, 0.478
0.2679, 0.0518
0.625, 0.9128
0.9749, 0.6922
0.8665, 0.2074
0.8534, 0.6103
0.8449, 0.8828
0.5633, 0.5548
0.9427, 0.2419
0.2987, 0.4425
0.6694, 0.2484
0.9988, 0.8036
0.7994, 0.6513
0.4578, 0.4713
0.126, 0.8601
0.1192, 0.5851
0.9382, 0.7618
0.0719, 0.5003
0.6974, 0.1777
0.3427, 0.7609
0.6073, 0.0474
0.4522, 0.8797
0.5646, 0.7654
0.1744, 0.8469
0.3488, 0.7624
0.9501, 0.9625
0.0892, 0.3715
0.247, 0.3252
0.8954, 0.0258
0.7078, 0.9183
0.9623, 0.8902
0.4641, 0.0339
0.6067, 0.0527
0.8317, 0.3458
0.7579, 0.9125
0.2579, 0.8438
0.8181, 0.6613
0.3332, 0.4143
0.9275, 0.8021
0.1696, 0.8986
0.6404, 0.1309
0.1837, 0.8783
0.1068, 0.5752
0.2564, 0.1207
0.0425, 0.8115
0.9286, 0.2845
0.1278, 0.2407
0.7933, 0.634
0.7627, 0.1324
0.6119, 0.9671
0.3879, 0.9151
0.2178, 0.331
0.4301, 0.7422
0.2789, 0.138
0.3924, 0.7037
0.098, 0.2457
0.2571, 0.2666
0.7587, 0.1993
0.1912, 0.0765
0.2111, 0.5805
0.5526, 0.1621
0.9342, 0.0116
0.3319, 0.3931
0.91, 0.3659
0.7475, 0.3189
0.7906, 0.2147
0.6675, 0.7887
0.5631, 0.0578
0.2978, 0.3313
0.8727, 0.7724
0.7017, 0.3338
0.4908, 0.0685
0.7095, 0.9537
0.4005, 0.8058
0.5044, 0.6618
0.7789, 0.5423
0.5441, 0.6456
0.711, 0.4853
0.6703, 0.3063
0.0537, 0.0593
0.6513, 0.1146
0.4956, 0.1205
0.9164, 0.7424
0.9608, 0.3459
0.2756, 0.7861
0.244, 0.3489
0.8523, 0.5849
0.3283, 0.1349
0.0936, 0.672
0.2383, 0.6708
0.8554, 0.7096
0.8628, 0.7828
0.5033, 0.8708
0.9622, 0.9036
0.8001, 0.9353
0.509, 0.2211
0.3348, 0.252
0.4603, 0.8757
0.4189, 0.527
0.5665, 0.2197
0.8151, 0.241
0.5123, 0.1419
0.3309, 0.7494
0.6701, 0.4132
0.9211, 0.1317
0.8761, 0.2199
0.9368, 0.8158
0.0782, 0.8885
0.5457, 0.1075
0.9825, 0.0948
0.5571, 0.4284
0.5995, 0.4793
0.2317, 0.2612
0.9764, 0.8506
0.289, 0.9855
0.0208, 0.1384
0.7581, 0.9954
0.8304, 0.1724
0.5657, 0.4144
0.314, 0.4248
0.1522, 0.5521
0.2885, 0.8133
0.017, 0.7679
0.2832, 0.9267
0.8593, 0.4666
0.0125, 0.6318
0.6642, 0.6945
0.9213, 0.2229
0.3265, 0.5501
0.7298, 0.5109
0.1693, 0.0246
0.5996, 0.6449
0.9853, 0.8315
0.0742, 0.4934
0.3196, 0.3938
0.4787, 0.6768
0.8858, 0.3531
0.3883, 0.0677
0.8048, 0.4742
0.9032, 0.9392
0.2941, 0.8666
0.8116, 0.0269
0.8462, 0.4902
0.7672, 0.514
0.4805, 0.794
0.9746, 0.9686
0.8328, 0.996
0.8876, 0.4387
0.3135, 0.6016
0.7435, 0.0914
0.9773, 0.6955
0.7903, 0.392
0.8683, 0.1002
0.2427, 0.0336
0.0519, 0.8732
0.1983, 0.9449
0.8276, 0.5729
0.3193, 0.1091
0.7456, 0.6579
0.1078, 0.9171
0.4137, 0.7446
0.9577, 0.3564
0.4931, 0.071
0.4097, 0.2395
0.5355, 0.9966
0.3614, 0.0603
0.4931, 0.3349
0.5609, 0.2278
0.5142, 0.2296
0.7198, 0.4124
0.7394, 0.363
0.6737, 0.3837
0.4962, 0.2892
0.7013, 0.3616
0.8557, 0.2014
0.9847, 0.925
0.074, 0.9314
0.8503, 0.2238
0.7585, 0.4319
0.0912, 0.924
0.7374, 0.7658
0.7857, 0.2992
0.1711, 0.0414
0.7624, 0.0607
0.8608, 0.9957
0.6229, 0.7547
0.5344, 0.9543
0.4513, 0.3866
0.3588, 0.0151
0.6289, 0.8624
0.2527, 0.3045
0.0049, 0.483
0.1405, 0.8884
0.2826, 0.905
0.3227, 0.9588
0.6718, 0.7225
0.0031, 0.1457
0.9416, 0.4032
0.8251, 0.6258
0.0408, 0.2262
0.2155, 0.9005
0.1764, 0.4624
0.1689, 0.8992
0.7572, 0.0471
0.1978, 0.8378
0.3085, 0.2559
0.2625, 0.8354
0.9657, 0.9339
0.6546, 0.72
0.4794, 0.9792
0.5048, 0.0984
0.7358, 0.3506
0.2075, 0.6536
0.5347, 0.673
0.1935, 0.5316
0.6916, 0.5889
0.0617, 0.4581
0.9791, 0.0202
0.3237, 0.581
0.0876, 0.1729
0.1394, 0.5148
0.8152, 0.8437
0.6551, 0.1939
0.9578, 0.6033
0.1452, 0.053
0.8084, 0.5769
0.1926, 0.6309
0.1424, 0.6022
0.6971, 0.1869
0.721, 0.2433
0.821, 0.8572
0.7967, 0.6085
0.0887, 0.4688
0.196, 0.5733
0.7509, 0.4088
0.4196, 0.9705
0.5453, 0.5435
0.4394, 0.2556
0.7433, 0.5607
0.4297, 0.0105
0.5404, 0.9313
0.2172, 0.1292
0.0372, 0.4799
0.9216, 0.8485
0.7821, 0.7699
0.0415, 0.9007
0.9798, 0.1679
0.8938, 0.6523
0.6856, 0.2158
0.6542, 0.1902
0.6577, 0.2739
0.8808, 0.723
0.5416, 0.1843
0.5989, 0.9153
0.8279, 0.4442
0.8342, 0.4932
0.9811, 0.2066
0.7697, 0.7175
0.0738, 0.2199
0.0981, 0.315
0.2416, 0.9529
0.6532, 0.3143
0.9772, 0.9477
0.3671, 0.6503
0.5659, 0.7016
0.9044, 0.7555
0.836, 0.3507
0.9072, 0.2217
0.7507, 0.7488
0.4865, 0.7638
0.1245, 0.1639
0.7929, 0.3199
0.4283, 0.4971
0.3524, 0.8133
0.8543, 0.5978
0.8793, 0.3997
0.7582, 0.6815
0.1063, 0.3356
0.5365, 0.6265
0.8758, 0.9456
0.0087, 0.01
0.6263, 0.643
0.595, 0.0805
0.4668, 0.2792
0.1522, 0.1839
0.2661, 0.8306
0.2676, 0.7918
0.0978, 0.4692
0.9748, 0.9102
0.9987, 0.2776
0.8283, 0.8315
0.2474, 0.8295
0.574, 0.9924
0.3158, 0.635
0.3603, 0.7451
0.6852, 0.6537
0.3938, 0.5708
0.8926, 0.0306
0.3527, 0.0562
0.4752, 0.0072
0.2959, 0.2672
0.8236, 0.4066
0.7666, 0.0325
0.6058, 0.608
0.0959, 0.8806
0.098, 0.7084
0.0158, 0.2446
0.7746, 0.6968
0.8096, 0.4269
0.0344, 0.1652
0.582, 0.96
0.2003, 0.9644
0.1208, 0.8415
0.829, 0.3908
0.457, 0.287
0.4326, 0.6658
0.7909, 0.9176
0.1823, 0.8608
0.9242, 0.6738
0.2037, 0.4111
0.3286, 0.9383
0.355, 0.8195
0.2983, 0.6657
0.0602, 0.9694
0.2636, 0.043
0.9736, 0.839
0.4308, 0.6023
0.0602, 0.8043
0.5449, 0.883
0.3772, 0.9791
0.5711, 0.8216
0.3901, 0.4328
0.5117, 0.6949
0.2135, 0.3679
0.84, 0.113
0.3501, 0.4068
0.1919, 0.0402
0.7492, 0.4215
0.3499, 0.3068
0.7213, 0.4756
0.9415, 0.1465
0.0815, 0.3965
0.8703, 0.7015
0.7157, 0.5976
0.1739, 0.9268
0.5422, 0.8207
0.1998, 0.5342
0.6905, 0.8572
0.2293, 0.5979
0.0063, 0.8552
0.6207, 0.162
0.8868, 0.3257
0.1904, 0.2877
0.7455, 0.1018
0.705, 0.1921
0.8182, 0.985
0.7982, 0.1959
0.0517, 0.7405
0.9839, 0.3809
0.6544, 0.0897
0.5606, 0.089
0.8662, 0.6795
0.2508, 0.3869
0.1316, 0.1232
0.4571, 0.3537
0.7122, 0.3075
0.9555, 0.1576
0.8435, 0.263
0.8266, 0.932
0.9608, 0.8297
0.9375, 0.7749
0.313, 0.2531
0.9942, 0.4208
0.1591, 0.0482
0.9827, 0.0104
0.0725, 0.7469
0.3324, 0.8844
0.0437, 0.2095
0.2664, 0.8099
0.3854, 0.5299
0.0808, 0.001
0.2001, 0.3768
0.3295, 0.0191
0.0695, 0.0103
0.5416, 0.6372
0.9886, 0.4555
0.9706, 0.3267
0.3915, 0.0408
0.3611, 0.0574
0.9849, 0.507
0.1518, 0.0487
0.2769, 0.1054
0.203, 0.4894
0.7713, 0.963
0.5733, 0.244
0.2054, 0.4372
0.8489, 0.7278
0.2272, 0.1623
0.4988, 0.1854
0.7646, 0.1635
0.6666, 0.3268
0.7204, 0.8865
0.3723, 0.4273
0.9372, 0.2318
0.3431, 0.0596
0.5728, 0.5774
0.8155, 0.3024
0.8635, 0.3704
0.4498, 0.337
0.6118, 0.87
0.0372, 0.9092
0.039, 0.3925
0.7974, 0.4157
0.0909, 0.9119
0.1483, 0.7517
0.9864, 0.978
